,app_name,developer,discount_price,early_access,genres,id,metascore,n_reviews,price,publisher,release_date,reviews_url,sentiment,specs,tags,title,url
7020,Sevgilim Olur musun ?,"Proximity GamesPublisher:Proximity GamesRelease Date: 15 Apr, 2006",,False,"['Adventure', 'Free to Play', 'Indie']",713650,,502,Free,"Developer:Proximity GamesProximity GamesRelease Date: 15 Apr, 2006","Developer:Proximity GamesPublisher:Proximity Games 15 Apr, 2006",http://steamcommunity.com/app/713650/reviews/?browsefilter=mostrecent&p=1,Mixed,"['Single-player', 'Steam Achievements']","['Sexual Content', 'Free to Play', 'Indie', 'Adventure', 'Romance', 'Point & Click', 'Multiple Endings', 'Mature', 'Choices Matter', 'Replay Value', 'Funny', '2D']",Sevgilim Olur musun ?,https://store.steampowered.com/app/713650/Sevgilim_Olur_musun/
7026,Humanity Must Perish,"ZetsubouPublisher:ZetsubouRelease Date: 25 Sep, 2017",,False,"['Casual', 'Indie', 'Simulation']",657050,,131,Free,"Developer:ZetsubouZetsubouRelease Date: 25 Sep, 2017","Developer:ZetsubouPublisher:Zetsubou 25 Sep, 2017",http://steamcommunity.com/app/657050/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Steam Achievements', 'Full controller support']","['Simulation', 'Casual', 'Indie', 'Visual Novel', 'Anime', 'Free to Play', 'Comedy']",Humanity Must Perish,https://store.steampowered.com/app/657050/Humanity_Must_Perish/
7032,Planet Coaster - Spooky Pack,"Frontier DevelopmentsPublisher:Frontier DevelopmentsFranchise:Planet CoasterRelease Date: 25 Sep, 2017",,False,"['Simulation', 'Strategy']",710490,,139,1099€,"Developer:Frontier DevelopmentsFrontier DevelopmentsFranchise:Planet CoasterRelease Date: 25 Sep, 2017","Developer:Frontier DevelopmentsPublisher:Frontier DevelopmentsFranchise:Planet Coaster 25 Sep, 2017",http://steamcommunity.com/app/710490/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']","['Strategy', 'Simulation']",Planet Coaster - Spooky Pack,https://store.steampowered.com/app/710490/Planet_Coaster__Spooky_Pack/
7054,SteamWorld Dig 2,"Image &amp; Form GamesPublisher:Image &amp; Form GamesFranchise:SteamWorldRelease Date: 22 Sep, 2017",,False,"['Action', 'Adventure', 'Indie']",571310,85.0,1333,1999€,"Developer:Image &amp; Form GamesImage &amp; Form GamesFranchise:SteamWorldRelease Date: 22 Sep, 2017","Developer:Image &amp; Form GamesPublisher:Image &amp; Form GamesFranchise:SteamWorld 22 Sep, 2017",http://steamcommunity.com/app/571310/reviews/?browsefilter=mostrecent&p=1,Overwhelmingly Positive,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","['Adventure', 'Action', 'Indie', 'Metroidvania', 'Platformer', 'Steampunk', '2D', 'Mining', 'Female Protagonist', 'Great Soundtrack', 'Singleplayer', 'Casual']",SteamWorld Dig 2,https://store.steampowered.com/app/571310/SteamWorld_Dig_2/
7057,OMSI 2 Add-on K-Bergbahn,"Kevin NitschmannPublisher:GamesAry Publishing &amp; MediaRelease Date: 22 Sep, 2017",,False,['Simulation'],708171,,168,Free,"Developer:Kevin NitschmannGamesAry Publishing &amp; MediaRelease Date: 22 Sep, 2017","Developer:Kevin NitschmannPublisher:GamesAry Publishing &amp; Media 22 Sep, 2017",http://steamcommunity.com/app/708171/reviews/?browsefilter=mostrecent&p=1,Mixed,"['Single-player', 'Downloadable Content', 'Full controller support', 'Includes level editor']",['Simulation'],OMSI 2 Add-on K-Bergbahn,https://store.steampowered.com/app/708171/OMSI_2_Addon_KBergbahn/
7060,Niche - a genetics survival game,"Stray Fawn StudioPublisher:Stray Fawn StudioFranchise:Stray Fawn StudioRelease Date: 15 Sep, 2016",,False,"['Indie', 'Simulation', 'Strategy']",440650,,1979,1799€,"Developer:Stray Fawn StudioStray Fawn StudioFranchise:Stray Fawn StudioRelease Date: 15 Sep, 2016","Developer:Stray Fawn StudioPublisher:Stray Fawn StudioFranchise:Stray Fawn Studio 15 Sep, 2016",http://steamcommunity.com/app/440650/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Simulation', 'Strategy', 'Survival', 'Science', 'God Game', 'Singleplayer', 'Exploration', 'Sandbox', 'Indie', 'Cute', 'Turn-Based', 'Funny', 'Family Friendly', 'Adventure', 'Education', 'Open World', 'Difficult', 'Turn-Based Strategy', 'Procedural Generation', 'Management']",Niche - a genetics survival game,https://store.steampowered.com/app/440650/Niche__a_genetics_survival_game/
7063,"Warhammer 40,000: Space Wolf","HeroCraftPublisher:HeroCraftFranchise:WarhammerRelease Date: 21 Sep, 2017",,False,"['Action', 'Strategy']",553210,,573,1799€,"Developer:HeroCraftHeroCraftFranchise:WarhammerRelease Date: 21 Sep, 2017","Developer:HeroCraftPublisher:HeroCraftFranchise:Warhammer 21 Sep, 2017",http://steamcommunity.com/app/553210/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Steam Trading Cards']","['Warhammer 40K', 'Turn-Based', 'Games Workshop', 'War', 'Turn-Based Strategy', 'Turn-Based Tactics', 'Strategy', 'Board Game', 'Difficult', 'Action', 'Card Game', 'Tactical', 'Sci-fi', 'Singleplayer', 'RPG', 'Multiplayer', 'Trading Card Game', 'Perma Death', 'Atmospheric', 'Great Soundtrack']","Warhammer 40,000: Space Wolf",https://store.steampowered.com/app/553210/Warhammer_40000_Space_Wolf/
7068,The Journey Down: Chapter Three,"SkyGoblinPublisher:SkyGoblinRelease Date: 21 Sep, 2017",,False,"['Adventure', 'Indie']",579760,80.0,151,1999€,"Developer:SkyGoblinSkyGoblinRelease Date: 21 Sep, 2017","Developer:SkyGoblinPublisher:SkyGoblin 21 Sep, 2017",http://steamcommunity.com/app/579760/reviews/?browsefilter=mostrecent&p=1,Very Positive,['Single-player'],"['Adventure', 'Indie', 'Point & Click', 'Great Soundtrack', 'Comedy']",The Journey Down: Chapter Three,https://store.steampowered.com/app/579760/The_Journey_Down_Chapter_Three/
7069,Stellaris: Synthetic Dawn Story Pack,"Paradox Development StudioPublisher:Paradox InteractiveFranchise:StellarisRelease Date: 21 Sep, 2017",499€,False,"['Simulation', 'Strategy']",642750,83.0,570,999€,"Developer:Paradox Development StudioParadox InteractiveFranchise:StellarisRelease Date: 21 Sep, 2017","Developer:Paradox Development StudioPublisher:Paradox InteractiveFranchise:Stellaris 21 Sep, 2017",http://steamcommunity.com/app/642750/reviews/?browsefilter=mostrecent&p=1,Mixed,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud']","['Strategy', 'Simulation', '4X']",Stellaris: Synthetic Dawn Story Pack,https://store.steampowered.com/app/642750/Stellaris_Synthetic_Dawn_Story_Pack/
7070,Another Lost Phone: Laura's Story,"Accidental QueensPublisher:Dear VillagersFranchise:Dear Villagers, Lost PhoneRelease Date: 21 Sep, 2017",,False,"['Casual', 'Indie']",689910,71.0,224,299€,"Developer:Accidental QueensDear VillagersFranchise:Dear Villagers, Lost PhoneRelease Date: 21 Sep, 2017","Developer:Accidental QueensPublisher:Dear VillagersFranchise:Dear Villagers, Lost Phone 21 Sep, 2017",http://steamcommunity.com/app/689910/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Steam Achievements']","['Indie', 'Casual', 'Detective', 'Interactive Fiction', 'Puzzle', 'Short', 'Mystery', 'Singleplayer', 'Great Soundtrack', 'Story Rich', 'Narration']",Another Lost Phone: Laura's Story,https://store.steampowered.com/app/689910/Another_Lost_Phone_Lauras_Story/
7090,Fight'N Rage,"sebagamesdevPublisher:sebagamesdevRelease Date: 19 Sep, 2017",,False,"['Action', 'Indie']",674520,,692,1999€,"Developer:sebagamesdevsebagamesdevRelease Date: 19 Sep, 2017","Developer:sebagamesdevPublisher:sebagamesdev 19 Sep, 2017",http://steamcommunity.com/app/674520/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","['Action', 'Indie', ""Beat 'em up"", 'Pixel Graphics', 'Side Scroller', 'Retro', 'Local Co-Op', 'Co-op', 'Anime', '2D', 'Great Soundtrack', 'Arcade', 'Difficult', 'Singleplayer']",Fight'N Rage,https://store.steampowered.com/app/674520/FightN_Rage/
7094,Zup! 6,"Quiet RiverPublisher:Quiet RiverFranchise:Zup!Release Date: 19 Sep, 2017",,False,"['Casual', 'Indie']",566160,,1055,099€,"Developer:Quiet RiverQuiet RiverFranchise:Zup!Release Date: 19 Sep, 2017","Developer:Quiet RiverPublisher:Quiet RiverFranchise:Zup! 19 Sep, 2017",http://steamcommunity.com/app/566160/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']","['Indie', 'Casual', 'Puzzle', 'Minimalist', 'Physics', 'Short', 'Relaxing']",Zup! 6,https://store.steampowered.com/app/566160/Zup_6/
7108,夏花的轨迹——A summer promise to forever,"SoraPrayerPublisher:SoraPrayerRelease Date: 15 Aug, 2017",,False,"['Adventure', 'Casual']",629960,,187,199€,"Developer:SoraPrayerSoraPrayerRelease Date: 15 Aug, 2017","Developer:SoraPrayerPublisher:SoraPrayer 15 Aug, 2017",http://steamcommunity.com/app/629960/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']","['Sexual Content', 'Casual', 'Nudity', 'Adventure', 'Visual Novel', 'Anime']",夏花的轨迹——A summer promise to forever,https://store.steampowered.com/app/629960/A_summer_promise_to_forever/
7125,Warbands: Bushido,"Red Unit StudiosPublisher:Red Unit StudiosRelease Date: 15 Sep, 2017",,False,"['Free to Play', 'Indie', 'Strategy']",556820,,939,Free To Play,"Developer:Red Unit StudiosRed Unit StudiosRelease Date: 15 Sep, 2017","Developer:Red Unit StudiosPublisher:Red Unit Studios 15 Sep, 2017",http://steamcommunity.com/app/556820/reviews/?browsefilter=mostrecent&p=1,Mixed,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']","['Strategy', 'Indie', 'Free to Play', 'Turn-Based Tactics', 'Board Game', 'Card Game', 'Turn-Based Combat', 'Tactical RPG', 'Tactical', 'Hex Grid', 'Turn-Based', 'Multiplayer', 'Difficult', 'Atmospheric', 'Competitive', 'PvP', 'Medieval', 'Historical', 'Trading Card Game', 'Turn-Based Strategy']",Warbands: Bushido,https://store.steampowered.com/app/556820/Warbands_Bushido/
7146,The First Tree,"David WehlePublisher:David WehleRelease Date: 14 Sep, 2017",,False,"['Adventure', 'Indie']",555150,,1204,999€,"Developer:David WehleDavid WehleRelease Date: 14 Sep, 2017","Developer:David WehlePublisher:David Wehle 14 Sep, 2017",http://steamcommunity.com/app/555150/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Commentary available']","['Adventure', 'Indie', 'Atmospheric', 'Walking Simulator', 'Exploration', 'Story Rich', 'Singleplayer', 'Colorful', 'Great Soundtrack', 'Open World', 'Short', 'Third Person', 'Relaxing', 'Narration', 'Casual', 'Drama', 'Mystery', 'Fantasy', 'Simulation', 'First-Person']",The First Tree,https://store.steampowered.com/app/555150/The_First_Tree/
7148,Dead by Daylight - Leatherface™,"Behaviour Digital Inc.Publisher:Behaviour Digital Inc.Release Date: 14 Sep, 2017",,False,['Action'],700280,,1064,499€,"Developer:Behaviour Digital Inc.Behaviour Digital Inc.Release Date: 14 Sep, 2017","Developer:Behaviour Digital Inc.Publisher:Behaviour Digital Inc. 14 Sep, 2017",http://steamcommunity.com/app/700280/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']","['Action', 'Violent', 'Gore', 'Horror']",Dead by Daylight - Leatherface™,https://store.steampowered.com/app/700280/Dead_by_Daylight__Leatherface/
7149,Fugl,"Team FuglPublisher:Kotori Studios LtdRelease Date: 14 Sep, 2017",599€,True,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Early Access']",643810,,203,999€,"Developer:Team FuglKotori Studios LtdRelease Date: 14 Sep, 2017","Developer:Team FuglPublisher:Kotori Studios Ltd 14 Sep, 2017",http://steamcommunity.com/app/643810/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']","['Early Access', 'Indie', 'Casual', 'Simulation', 'Early Access', 'Relaxing', 'Flight', 'Adventure', 'Open World', 'Voxel', 'Atmospheric', 'Procedural Generation', 'Experimental', 'Level Editor', 'RPG', 'Exploration', 'Pixel Graphics']",Fugl,https://store.steampowered.com/app/643810/Fugl/
7150,Short Stories Collection of Class Tangerine,"橘子班Publisher:NVLMakerRelease Date: 13 Sep, 2017",,False,"['Adventure', 'Casual', 'Indie', 'Simulation']",701930,,417,799€,"Developer:橘子班NVLMakerRelease Date: 13 Sep, 2017","Developer:橘子班Publisher:NVLMaker 13 Sep, 2017",http://steamcommunity.com/app/701930/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']","['Visual Novel', 'Adventure', 'Indie', 'Casual', 'Simulation', 'Anime']",Short Stories Collection of Class Tangerine,https://store.steampowered.com/app/701930/Short_Stories_Collection_of_Class_Tangerine/
7155,OMSI 2 Add-on Express 91.06,"Mani KommoulaPublisher:Aerosoft GmbHRelease Date: 14 Sep, 2017",,False,['Simulation'],708170,,223,Free,"Developer:Mani KommoulaAerosoft GmbHRelease Date: 14 Sep, 2017","Developer:Mani KommoulaPublisher:Aerosoft GmbH 14 Sep, 2017",http://steamcommunity.com/app/708170/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"['Single-player', 'Downloadable Content', 'Full controller support', 'Includes level editor']",['Simulation'],OMSI 2 Add-on Express 91.06,https://store.steampowered.com/app/708170/OMSI_2_Addon_Express_9106/
7156,Oriental Empires,"Shining Pixel StudiosPublisher:Iceberg InteractiveRelease Date: 14 Sep, 2017",,False,"['Indie', 'Simulation', 'Strategy']",357310,74.0,1375,2799€,"Developer:Shining Pixel StudiosIceberg InteractiveRelease Date: 14 Sep, 2017","Developer:Shining Pixel StudiosPublisher:Iceberg Interactive 14 Sep, 2017",http://steamcommunity.com/app/357310/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']","['Strategy', 'Simulation', 'Historical', 'Turn-Based Strategy', 'Turn-Based', '4X', 'Indie', 'War', 'Grand Strategy', 'Multiplayer', 'Sandbox', 'PvP', 'Military', 'Singleplayer', 'Survival', 'Tactical', 'Early Access', 'Adventure']",Oriental Empires,https://store.steampowered.com/app/357310/Oriental_Empires/
7164,Epic Tavern,"Hyperkinetic StudiosPublisher:Epic Tavern HoldingsRelease Date: 13 Sep, 2017",,True,"['Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']",517720,,151,2299€,"Developer:Hyperkinetic StudiosEpic Tavern HoldingsRelease Date: 13 Sep, 2017","Developer:Hyperkinetic StudiosPublisher:Epic Tavern Holdings 13 Sep, 2017",http://steamcommunity.com/app/517720/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Early Access', 'Indie', 'RPG', 'Early Access', 'Adventure', 'Fantasy', 'Comedy', 'Strategy', 'Interactive Fiction', 'Management', 'Narration', 'Choices Matter', 'Simulation', 'Story Rich', 'Funny', 'Epic']",Epic Tavern,https://store.steampowered.com/app/517720/Epic_Tavern/
7181,Transport Defender,"Coconut ShaversPublisher:Coconut ShaversRelease Date: 11 Sep, 2017",,False,"['Casual', 'Free to Play', 'Strategy']",685310,,252,Free To Play,"Developer:Coconut ShaversCoconut ShaversRelease Date: 11 Sep, 2017","Developer:Coconut ShaversPublisher:Coconut Shavers 11 Sep, 2017",http://steamcommunity.com/app/685310/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"['Single-player', 'Steam Achievements', 'In-App Purchases', 'Steam Cloud', 'Stats']","['Free to Play', 'Clicker', 'Casual', 'Strategy']",Transport Defender,https://store.steampowered.com/app/685310/Transport_Defender/
7189,Rabi-Ribi - Is the order a DLC?,"CreSpirit, GemaYuePublisher:Sekai ProjectFranchise:Rabi-RibiRelease Date: 11 Sep, 2017",,False,"['Action', 'Adventure', 'Casual', 'Indie']",532021,,176,799€,"Developer:CreSpirit, GemaYueSekai ProjectFranchise:Rabi-RibiRelease Date: 11 Sep, 2017","Developer:CreSpirit, GemaYuePublisher:Sekai ProjectFranchise:Rabi-Ribi 11 Sep, 2017",http://steamcommunity.com/app/532021/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']","['Action', 'Indie', 'Adventure', 'Casual', 'Anime', 'Cute', 'Pixel Graphics', 'Metroidvania', 'Great Soundtrack', 'Platformer', 'Female Protagonist']",Rabi-Ribi - Is the order a DLC?,https://store.steampowered.com/app/532021/RabiRibi__Is_the_order_a_DLC/
7198,KILL THE EMOJI 😱,"DRUNKEN APESPublisher:DRUNKEN APESRelease Date: 8 Sep, 2017",,False,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",698720,,378,299€,"Developer:DRUNKEN APESDRUNKEN APESRelease Date: 8 Sep, 2017","Developer:DRUNKEN APESPublisher:DRUNKEN APES 8 Sep, 2017",http://steamcommunity.com/app/698720/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']","['Action', 'Indie', 'Memes', 'Casual', 'First-Person', 'Survival', 'Comedy', 'Arcade', 'Physics', 'Replay Value', 'Difficult', 'Colorful', 'Psychological Horror', 'Adventure', 'Illuminati', 'Simulation', 'Violent', 'Singleplayer', 'Funny', 'Cartoon']",KILL THE EMOJI 😱,https://store.steampowered.com/app/698720/KILL_THE_EMOJI/
7214,Stash,"FrogdicePublisher:FrogdiceFranchise:PrimordiaxRelease Date: 7 Sep, 2017",,False,"['Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",466660,,621,Free To Play,"Developer:FrogdiceFrogdiceFranchise:PrimordiaxRelease Date: 7 Sep, 2017","Developer:FrogdicePublisher:FrogdiceFranchise:Primordiax 7 Sep, 2017",http://steamcommunity.com/app/466660/reviews/?browsefilter=mostrecent&p=1,Mixed,"['Multi-player', 'Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Trading Cards']","['Massively Multiplayer', 'RPG', 'Adventure', 'Indie', 'Free to Play', 'Multiplayer', 'Turn-Based Combat', 'Building', 'MMORPG', 'Crafting', 'Turn-Based', 'Sandbox', 'Open World', 'Dungeon Crawler', 'Strategy', 'Turn-Based Tactics', 'Fantasy', 'Strategy RPG', 'Character Customization', 'Tactical']",Stash,https://store.steampowered.com/app/466660/Stash/
7220,古剑奇谭(GuJian),"上海烛龙信息科技有限公司Publisher:北京网元圣唐娱乐科技有限公司Franchise:古剑奇谭(Gujian)Release Date: 10 Jul, 2010",,False,['RPG'],570780,,1089,1199€,"Developer:上海烛龙信息科技有限公司北京网元圣唐娱乐科技有限公司Franchise:古剑奇谭(Gujian)Release Date: 10 Jul, 2010","Developer:上海烛龙信息科技有限公司Publisher:北京网元圣唐娱乐科技有限公司Franchise:古剑奇谭(Gujian) 10 Jul, 2010",http://steamcommunity.com/app/570780/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['RPG', 'Story Rich', 'Turn-Based']",古剑奇谭(GuJian),https://store.steampowered.com/app/570780/GuJian/
7246,Don't Knock Twice,,,False,,328590,56.0,209,Dont Knock Twice VR Demo,,,http://steamcommunity.com/app/328590/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'HTC Vive', 'Oculus Rift', 'Tracked Motion Controllers', 'Gamepad', 'Keyboard / Mouse', 'Seated', 'Standing', 'Room-Scale']","['Adventure', 'Horror', 'Indie', 'VR', 'Psychological Horror', 'Action', 'First-Person', 'Atmospheric', 'Puzzle', 'Exploration', 'Survival Horror']",,https://store.steampowered.com/app/328590/Dont_Knock_Twice/
7264,D&D Lords of Waterdeep,"Playdek, Inc.Publisher:Playdek, Inc.Release Date: 1 Sep, 2017",,False,['Strategy'],644390,,220,999€,"Developer:Playdek, Inc.Playdek, Inc.Release Date: 1 Sep, 2017","Developer:Playdek, Inc.Publisher:Playdek, Inc. 1 Sep, 2017",http://steamcommunity.com/app/644390/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases', 'Stats']","['Strategy', 'Board Game', 'Fantasy', 'Dungeons & Dragons']",D&amp;D Lords of Waterdeep,https://store.steampowered.com/app/644390/DD_Lords_of_Waterdeep/
7280,鸿源战纪 - Tales of Hongyuan,"Hongyuan GamePublisher:Hongyuan GameRelease Date: 31 Aug, 2017",,False,"['Indie', 'RPG']",678560,,366,1299€,"Developer:Hongyuan GameHongyuan GameRelease Date: 31 Aug, 2017","Developer:Hongyuan GamePublisher:Hongyuan Game 31 Aug, 2017",http://steamcommunity.com/app/678560/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['RPG', 'Indie', 'Turn-Based Combat', 'Singleplayer', 'Fantasy', 'Martial Arts']",鸿源战纪 - Tales of Hongyuan,https://store.steampowered.com/app/678560/__Tales_of_Hongyuan/
7281,Necrosphere,"Cat NigiriPublisher:Cat NigiriRelease Date: 31 Aug, 2017",,False,"['Action', 'Indie']",607400,,101,659€,"Developer:Cat NigiriCat NigiriRelease Date: 31 Aug, 2017","Developer:Cat NigiriPublisher:Cat Nigiri 31 Aug, 2017",http://steamcommunity.com/app/607400/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']","['Action', 'Indie', 'Platformer', 'Pixel Graphics', 'Metroidvania', 'Difficult', 'Great Soundtrack']",Necrosphere,https://store.steampowered.com/app/607400/Necrosphere/
7293,XOXO Droplets,"GB Patch GamesPublisher:GB Patch GamesRelease Date: 31 Aug, 2017",,False,"['Casual', 'Indie', 'Simulation']",622060,,125,Free To Play,"Developer:GB Patch GamesGB Patch GamesRelease Date: 31 Aug, 2017","Developer:GB Patch GamesPublisher:GB Patch Games 31 Aug, 2017",http://steamcommunity.com/app/622060/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"['Single-player', 'Steam Achievements']","['Casual', 'Simulation', 'Indie', 'Visual Novel', 'Dating Sim', 'Female Protagonist', 'Romance', 'Free to Play', 'Otome', 'Anime', 'Funny', 'Multiple Endings', 'Comedy', 'Crowdfunded']",XOXO Droplets,https://store.steampowered.com/app/622060/XOXO_Droplets/
7297,Hide and Seek,"Llama SoftwarePublisher:Llama SoftwareRelease Date: 31 Aug, 2017",,False,"['Casual', 'Free to Play', 'Indie']",596940,,292,Free To Play,"Developer:Llama SoftwareLlama SoftwareRelease Date: 31 Aug, 2017","Developer:Llama SoftwarePublisher:Llama Software 31 Aug, 2017",http://steamcommunity.com/app/596940/reviews/?browsefilter=mostrecent&p=1,Mostly Negative,"['Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op']","['Free to Play', 'Indie', 'Multiplayer', 'Horror', 'Casual', 'FPS', 'Survival Horror']",Hide and Seek,https://store.steampowered.com/app/596940/Hide_and_Seek/
7318,Mindshow,,,True,,382000,,349,Free To Play,,,http://steamcommunity.com/app/382000/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'HTC Vive', 'Tracked Motion Controllers', 'Room-Scale']","['Early Access', 'Free to Play', 'VR', 'Animation & Modeling', 'Casual', 'Early Access', 'Simulation', 'Comedy', 'Memes', 'Funny', 'Sandbox', 'Building', 'Stylized']",,https://store.steampowered.com/app/382000/Mindshow/
7320,Ys SEVEN,"Nihon FalcomPublisher:XSEED Games, Marvelous USA, Inc.Franchise:YsRelease Date: 30 Aug, 2017",,False,"['Action', 'RPG']",587100,80.0,231,2499€,"Developer:Nihon FalcomXSEED Games, Marvelous USA, Inc.Franchise:YsRelease Date: 30 Aug, 2017","Developer:Nihon FalcomPublisher:XSEED Games, Marvelous USA, Inc.Franchise:Ys 30 Aug, 2017",http://steamcommunity.com/app/587100/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']","['RPG', 'Action', 'JRPG', 'Great Soundtrack', 'Anime', 'Action RPG', 'Singleplayer', 'Adventure']",Ys SEVEN,https://store.steampowered.com/app/587100/Ys_SEVEN/
7339,Sonic Mania,"Christian Whitehead, Headcannon, PagodaWest GamesPublisher:SEGAFranchise:Sonic the HedgehogRelease Date: 29 Aug, 2017",,False,"['Action', 'Adventure', 'Casual']",584400,84.0,7993,1999€,"Developer:Christian Whitehead, Headcannon, PagodaWest GamesSEGAFranchise:Sonic the HedgehogRelease Date: 29 Aug, 2017","Developer:Christian Whitehead, Headcannon, PagodaWest GamesPublisher:SEGAFranchise:Sonic the Hedgehog 29 Aug, 2017",http://steamcommunity.com/app/584400/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']","['Great Soundtrack', '2D', 'Platformer', 'Retro', 'Classic', 'Pixel Graphics', 'Fast-Paced', 'Colorful', 'Adventure', 'Action', 'Side Scroller', 'Singleplayer', 'Family Friendly', 'Local Co-Op', 'Casual', 'Multiplayer', 'Arcade', 'Action-Adventure', 'Cartoony', 'Remake']",Sonic Mania,https://store.steampowered.com/app/584400/Sonic_Mania/
